File: Air_Freshener_915.png | True: Black (0) | Pred: Blue (1)
File: hanger_1567.png | True: TTR (3) | Pred: Green (2)
File: hard_plastic_washerfluid_container_1232.png | True: TTR (3) | Pred: Black (0)
File: hardcover_book_1682.png | True: TTR (3) | Pred: Blue (1)
File: hardcover_textbook_650.png | True: TTR (3) | Pred: Blue (1)
File: hat_2301.png | True: TTR (3) | Pred: Blue (1)
File: house_paint_gallon_can_3164.png | True: TTR (3) | Pred: Blue (1)
File: house_paint_sample_3165.png | True: TTR (3) | Pred: Blue (1)
File: ink_cartridge_2573.png | True: TTR (3) | Pred: Blue (1)
File: iphone_charger_654.png | True: TTR (3) | Pred: Black (0)
File: leather_boot_2419.png | True: TTR (3) | Pred: Green (2)
File: leftover_cotton_fabric_3346.png | True: TTR (3) | Pred: Blue (1)
File: light_bulb_1046.png | True: TTR (3) | Pred: Black (0)
File: light_stand_1070.png | True: TTR (3) | Pred: Blue (1)
File: lithium_coin_cell_1478.png | True: TTR (3) | Pred: Black (0)
File: lululemon_bag_2225.png | True: TTR (3) | Pred: Blue (1)
File: lysol_toiler_cleaner_984.png | True: TTR (3) | Pred: Blue (1)
File: makeup_package_3122.png | True: TTR (3) | Pred: Black (0)
File: metal_hairspray_bottle_2420.png | True: TTR (3) | Pred: Blue (1)
File: metal_pan_1284.png | True: TTR (3) | Pred: Black (0)
File: metal_spoon_611.png | True: TTR (3) | Pred: Black (0)
File: microfiber_cloth_1610.png | True: TTR (3) | Pred: Blue (1)
File: motor_oil_container_2708.png | True: TTR (3) | Pred: Blue (1)
File: mug_1733.png | True: TTR (3) | Pred: Green (2)
File: nail_clipper_1572.png | True: TTR (3) | Pred: Black (0)
File: new_work_out_glove_3168.png | True: TTR (3) | Pred: Blue (1)
File: old_CD_2158.png | True: TTR (3) | Pred: Blue (1)
File: old_book_2157.png | True: TTR (3) | Pred: Blue (1)
File: old_broken_mug_ceramic_1289.png | True: TTR (3) | Pred: Blue (1)
File: old_doll_1148.png | True: TTR (3) | Pred: Green (2)
File: old_fake_plant_1953.png | True: TTR (3) | Pred: Green (2)
File: old_good_tshirt_cloth_1341.png | True: TTR (3) | Pred: Green (2)
File: old_headphone_2866.png | True: TTR (3) | Pred: Green (2)
File: old_kitchen_towel_779.png | True: TTR (3) | Pred: Black (0)
File: old_motor_oil_3000.png | True: TTR (3) | Pred: Blue (1)
File: old_paperback_book_1856.png | True: TTR (3) | Pred: Blue (1)
File: old_pot_cover_817.png | True: TTR (3) | Pred: Black (0)
File: old_reusable_dryer_sheet_2108.png | True: TTR (3) | Pred: Black (0)
File: old_ripped_golf_glove_3308.png | True: TTR (3) | Pred: Blue (1)
File: old_sock_2972.png | True: TTR (3) | Pred: Green (2)
File: old_socks_3176.png | True: TTR (3) | Pred: Green (2)
File: old_socks_615.png | True: TTR (3) | Pred: Green (2)
File: old_wallet_leather_1343.png | True: TTR (3) | Pred: Blue (1)
File: oven_cleaner_2871.png | True: TTR (3) | Pred: Blue (1)
File: paint_can_2421.png | True: TTR (3) | Pred: Blue (1)
File: paint_can_with_some_paint_left_2717.png | True: TTR (3) | Pred: Blue (1)
File: paint_can_with_used_paint_2718.png | True: TTR (3) | Pred: Blue (1)
File: pair_of_socks_3351.png | True: TTR (3) | Pred: Green (2)
File: pallet_3178.png | True: TTR (3) | Pred: Green (2)
File: partially_burned_yellow_candle_in_jar_2872.png | True: TTR (3) | Pred: Blue (1)
File: pc_antenna_3492.png | True: TTR (3) | Pred: Black (0)
File: phone_charging_cable_3496.png | True: TTR (3) | Pred: Black (0)
File: picture_frame_1073.png | True: TTR (3) | Pred: Blue (1)
File: pink_stainless_steel_water_bottle_1346.png | True: TTR (3) | Pred: Blue (1)
File: plastic_CD_case_135.png | True: TTR (3) | Pred: Blue (1)
File: plastic_basket_2069.png | True: TTR (3) | Pred: Blue (1)
File: plastic_bottle_holder_3311.png | True: TTR (3) | Pred: Black (0)
File: plastic_bowl_2262.png | True: TTR (3) | Pred: Black (0)
File: plastic_old_lysol_can_1347.png | True: TTR (3) | Pred: Blue (1)
File: plastic_plant_2403.png | True: TTR (3) | Pred: Green (2)
File: polyester_shorts_625.png | True: TTR (3) | Pred: Black (0)
File: prescription_pills_3456.png | True: TTR (3) | Pred: Black (0)
File: pressurized_flammable_chemical_canister_1350.png | True: TTR (3) | Pred: Blue (1)
File: propane_tank_166.png | True: TTR (3) | Pred: Blue (1)
File: recyclable_shopping_bag_2074.png | True: TTR (3) | Pred: Black (0)
File: reusable_fabric_bag_2405.png | True: TTR (3) | Pred: Black (0)
File: reusable_shopping_bag_1777.png | True: TTR (3) | Pred: Black (0)
File: ribbon_325.png | True: TTR (3) | Pred: Black (0)
File: ripped_cleaning_cloth_3180.png | True: TTR (3) | Pred: Green (2)
File: rubber_band_1075.png | True: TTR (3) | Pred: Black (0)
File: rubber_band_2406.png | True: TTR (3) | Pred: Black (0)
File: rubber_band_3427.png | True: TTR (3) | Pred: Black (0)
File: rubber_band_3457.png | True: TTR (3) | Pred: Black (0)
File: rug_cleaning_chemical_2160.png | True: TTR (3) | Pred: Blue (1)
File: shaving_cream_aerosol_can_170.png | True: TTR (3) | Pred: Blue (1)
File: shaving_cream_aerosol_container_666.png | True: TTR (3) | Pred: Blue (1)
File: shaving_cream_canister_3498.png | True: TTR (3) | Pred: Blue (1)
File: shopping_bag_cloth_172.png | True: TTR (3) | Pred: Black (0)
File: simcard_2591.png | True: TTR (3) | Pred: Blue (1)
File: small_electronic_air_freshener_2271.png | True: TTR (3) | Pred: Blue (1)
File: small_green_propane_canister_2424.png | True: TTR (3) | Pred: Blue (1)
File: soda_stream_co_cannister_1990.png | True: TTR (3) | Pred: Blue (1)
File: soiled_glove_2161.png | True: TTR (3) | Pred: Black (0)
File: soiled_reuseable_bag_2162.png | True: TTR (3) | Pred: Black (0)
File: soiled_sweatpants_3499.png | True: TTR (3) | Pred: Blue (1)
File: spoiled_nail_polish_glass_1991.png | True: TTR (3) | Pred: Black (0)
File: spoon_1576.png | True: TTR (3) | Pred: Black (0)
File: spray_foam_insulation_canister_2425.png | True: TTR (3) | Pred: Blue (1)
File: spray_paint_can_493.png | True: TTR (3) | Pred: Blue (1)
File: stained_mattress_827.png | True: TTR (3) | Pred: Blue (1)
File: stained_old_rag_494.png | True: TTR (3) | Pred: Green (2)
File: styrofoam_football_328.png | True: TTR (3) | Pred: Blue (1)
File: tablets_2592.png | True: TTR (3) | Pred: Black (0)
File: toilet_bowl_cleaner_empty_container_2163.png | True: TTR (3) | Pred: Black (0)
File: toilet_cleaner_2875.png | True: TTR (3) | Pred: Blue (1)
File: unusable_frying_pan_1451.png | True: TTR (3) | Pred: Black (0)
File: unused_kitchen_cloth_831.png | True: TTR (3) | Pred: Green (2)
File: usable_mug_1617.png | True: TTR (3) | Pred: Blue (1)
File: used_AAA_battery_1782.png | True: TTR (3) | Pred: Blue (1)
File: used_ink_container_2165.png | True: TTR (3) | Pred: Black (0)
File: used_mobile_chaarger_834.png | True: TTR (3) | Pred: Blue (1)
File: used_paint_3185.png | True: TTR (3) | Pred: Blue (1)
File: used_paint_can_2724.png | True: TTR (3) | Pred: Blue (1)
File: used_paint_container_2725.png | True: TTR (3) | Pred: Blue (1)
File: used_pillow_case_2166.png | True: TTR (3) | Pred: Green (2)
File: used_plastic_coated_wire_147.png | True: TTR (3) | Pred: Black (0)
File: used_rag_671.png | True: TTR (3) | Pred: Black (0)
File: used_scissors_456.png | True: TTR (3) | Pred: Black (0)
File: used_shirt_2167.png | True: TTR (3) | Pred: Black (0)
File: used_sock_2168.png | True: TTR (3) | Pred: Black (0)
File: used_work_glove_3356.png | True: TTR (3) | Pred: Black (0)
File: wallet_1581.png | True: TTR (3) | Pred: Green (2)
File: wireless_earphones_3010.png | True: TTR (3) | Pred: Black (0)
File: worn_shoe_1587.png | True: TTR (3) | Pred: Blue (1)
File: worn_yellow_grey_sock_on_wood_2887.png | True: TTR (3) | Pred: Black (0)
File: yellow_tinted_sunglasses_2322.png | True: TTR (3) | Pred: Green (2)
File: yogurt_container_1783.png | True: TTR (3) | Pred: Blue (1)
File: ziptie_3468.png | True: TTR (3) | Pred: Black (0)
